,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,
cycles,409192253,531898842,562190978,414685841,548455690,566061551,1784712386,915601870,401348354,120118806,119104333,119572316,185237527,258923775,171533648,169861876,171411640,174307747,309199735,184851481,182819904,357162980,487806319,426671225,307922695,308374896,311338057,307696687,308944925,310383427,315459567,313112060,311589392,312574395,312949954,316540190,322806414,312685526,314053370,314583685,317454763,418084415,312477463,312912244,314573390,313550581,312601473,313638747,316465105,314677485,314835125,315737286,318787604,316985795,317456332,322417059,318131300,321321894,319130256,520545647,654066038,1860458898,1863605025,1854184978,1789945809,1849252588,1857231911,1825781968,1449977374,923149880,923294012,778043871,485703205,418279154,405701025,408131842,403428674,404894812,570073036,1580073690,1878959191,1852430794,1324826258,971297884,643313359,876170648,739507265,572948575,575952695,575270607,572300517,563707612,565014493,543286955,556223573,557479475,561791588,554372112,559619811,557557094,548669400,550358638,552040107,552655118,557929401,554601943,553635405,552022599,550684742,575984324,573952762,553094324,566860676,584055478,590006503,578087428,575313318,576558132,577194309,577074513,572128420,584259317,686255584,1277951556,1205869727,591847529,408439676,605376575,490128674,798274559,1715554135,1247486476,1645283749,1394921546,577351412,383483874,382314221,385019628,574685518,1899373237,1899749223,1855162263,1895020459,1901581266,1860616021,1034464797,498892745,451572164,425658393,1319627953,1578900569,1582970079,1583396486,484334794,411548128,404144987,388180391,386480527,373175498,413988621,841495679,2677497360,2755633292,2741507857,2630574700,2636694097,2428151215,2625186256,2411602107,2506144134,484328805,289070931,459862642,468377244,494726439,378429392,376749638,375120053,389618540,444288997,580591468,527446863,474328766,470492125,521578052,703092440,875033455,671858166,486713487,470381236,472125125,576114128,744858816,870956620,601052816,862090805,772749502,583878765,619442486,443650654,1714870741,1746584765,1423513905,467618478,474204151,501556269,553488155,439193516,674270365,505790171,428939281,418175594,499323655,474771003,489313872,562631416,1709799826,799165192,307324548,119258514,119014357,121858514,295049704,175965973,175582279,178223827,234403869,264517326,183719102,305231724,505720186,391289850,366971137,311271690,315908434,318925621,314815511,327516924,317023241,315624017,316694509,317995669,319439199,343457531,315633047,315844330,316433268,319701751,317688195,373704521,413838068,320307675,318050840,317780115,318952056,322625771,325874080,320068419,321040430,323973042,322100539,323330863,334460248,322223644,324741455,322729201,323364799,380769182,572452508,1800062250,1871481237,1863607432,1793469507,1852428677,1860332376,1835206978,1326193880,952849493,953898845,957280841,810503296,509712194,405871430,404826400,405846597,411224694,406533115,547340461,1483433067,1886520839,1863636174,1264843744,959317993,955947411,692930382,677724328,949584402,574818879,574493552,570985026,571491735,572291718,572338178,572306418,576173973,569415813,563576111,555291731,544452453,551442481,541930595,544457625,561880940,547396602,549945843,547609703,545920044,546362618,546919937,558219440,572989569,570869496,564171800,577563801,566952997,571063048,569638736,573129838,570618045,568693897,597953215,733720203,660927523,850909604,411196887,675543840,402764618,728219124,1412443146,1456916679,679932130,406998569,390575638,385533281,377027735,1773243403,1895141969,1853809426,1878007805,1897993346,1849115487,959967514,481492872,459439932,423460076,1445135463,1568619815,1572664980,1362316236,456199323,394725858,411006913,390431311,375277808,382678618,655185352,2493974531,2647431774,2635359460,2577324479,2531933095,2336047476,2536382182,2294111580,2448897125,611484252,287720523,381467886,549500923,502798063,393327394,366404533,384029301,374944233,380479321,537804133,595807594,453671137,457556861,463582934,558967004,668592201,748325189,695219140,548359521,443758030,459510863,462220673,628542112,704818373,740079007,624754386,661777335,823237885,586905398,580552314,444090185,1644198090,1741876304,1519893170,487262346,462394146,510586923,520093136,478200343,434579412,770241068,
insts,200008078,200011882,200009293,200005535,200010438,200006673,200022404,200012417,200007764,200001410,200001362,200001384,200015806,200016642,200001985,200001975,200001990,200002012,200003820,200002456,200002414,200005077,200006174,200008339,200003417,200003451,200003613,200003422,200003438,200003475,200003780,200003514,200003435,200003508,200003516,200003588,200004080,200003455,200003481,200003479,200003561,200007023,200003436,200003469,200003532,200003465,200003451,200003469,200003544,200003475,200003458,200003486,200003597,200003508,200003533,200003582,200003513,200003595,200003524,200006051,200007643,200022603,200022781,200022381,200021664,200022371,200022476,200022074,200017413,200010916,200010951,200009260,200005699,200004837,200004608,200004660,200004570,200004583,200006600,200019056,200022756,200022388,200015840,200011521,200007477,200024752,200013664,200006599,200006661,200006654,200006585,200006565,200006523,200006301,200006389,200006501,200006533,200006364,200006490,200006393,200006316,200006325,200006374,200006340,200006404,200006400,200006358,200006389,200006316,200006648,200006655,200006329,200006546,200006747,200006869,200006655,200006679,200006633,200006640,200006713,200006573,200006768,200025224,200015036,200033939,200006865,200004687,200007176,200005637,200009344,200020590,200014840,200019724,200016618,200006687,200004336,200004319,200004399,200006664,200022998,200022966,200022469,200022878,200023088,200022704,200014306,200007453,200006494,200006074,200016565,200019344,200019514,200019463,200005944,200004761,200004646,200004446,200004481,200004248,200004750,200011438,200031574,200032614,200032463,200030988,200031045,200028590,200030935,200028406,200029574,200005676,200003343,200005299,200012645,200005823,200004338,200004290,200004347,200004459,200005084,200006707,200006169,200005788,200005649,200006325,200008514,200010603,200008140,200005837,200005704,200005728,200007022,200008997,200010635,200007412,200010173,200009203,200006723,200007169,200005150,200020783,200021138,200017128,200005300,200005409,200006136,200006928,200005019,200007850,200006037,200004905,200004790,200005898,200005508,200005653,200006572,200020686,200009365,200003780,200001379,200001366,200001456,200030146,200002019,200002048,200002071,200002791,200003071,200002112,200003540,200005867,200004535,200004129,200003420,200003523,200003544,200003495,200003644,200003532,200003528,200003522,200003510,200003545,200003909,200003492,200003499,200003481,200003593,200003514,200004171,200004684,200003563,200003493,200003529,200003537,200003625,200003609,200003547,200003556,200003633,200003565,200003593,200003731,200003548,200003642,200003544,200003575,200004256,200006578,200021651,200022702,200022641,200021653,200022320,200022441,200022143,200015963,200011425,200011267,200011309,200009437,200005851,200004593,200004592,200004605,200004684,200004582,200006309,200017804,200022730,200022581,200015231,200011459,200011279,200008173,200007837,200028050,200006659,200006651,200006614,200006644,200006629,200006647,200006596,200006709,200006568,200006458,200006417,200006251,200006396,200006253,200006299,200006444,200006306,200006361,200006285,200006318,200006292,200006335,200006483,200006602,200006645,200006627,200006692,200006552,200006645,200006599,200006581,200006622,200006526,200010332,200013606,200022324,200013131,200004683,200007844,200004578,200008457,200016892,200017476,200007935,200004777,200004458,200004359,200004253,200021447,200022888,200022423,200022637,200022977,200022403,200014274,200005635,200005511,200004905,200017458,200018977,200019065,200016442,200005223,200004516,200004726,200004476,200004301,200004362,200007631,200029383,200031340,200031239,200030346,200029817,200027477,200029865,200027027,200028869,200007269,200003291,200004397,200006580,200005823,200004531,200004201,200004386,200004258,200004409,200006160,200006921,200005380,200005489,200005628,200006770,200008134,200009057,200008451,200006709,200005399,200005533,200005616,200007657,200008492,200008998,200007610,200007786,200009734,200006746,200006739,200005121,200019996,200021034,200018285,200005502,200005288,200005709,200005964,200005518,200005002,200009023,
icache_access,221814518,257630847,288701154,221625938,258573283,310328730,908345347,463941505,228915178,105619222,105131578,105351598,137799121,173559696,138341063,137547204,138291160,139430394,205639467,137425838,136520256,216580338,268282995,241139997,199498361,199898167,199918620,199501950,199690947,199962639,201998150,199526625,199825197,200265312,200498174,200956867,205285595,200295114,200605633,201120851,201473894,249866743,200517524,200243648,200924885,201547371,200611466,200420198,201261780,200976340,201963262,201339257,201780324,201921476,202068079,204199735,202149715,202765574,202653932,285590665,352622093,954844083,956354522,951734552,919160551,948958780,953171522,937288816,748126519,484230426,482925055,396064355,246439842,214644967,208853897,209999329,207386645,205657217,282832731,811621347,964028175,950600487,684817697,506220671,351914906,443519129,350546114,317076874,317953077,318085421,317399474,313920488,315252646,303270727,310250731,310243862,312090893,308335420,311490419,309828597,305229708,308289765,308479244,306478503,310506629,308476781,309584578,307234442,307226290,319847199,317398653,308543442,314654220,322357418,327114965,318863793,316721011,318642900,318744940,318955165,318008487,323344646,383465505,658129824,615739104,309175234,213001079,306832141,249594094,404730596,889128597,642223542,848242304,723449679,292015186,202334315,201595148,202474042,297457983,974016320,974353788,952164840,972201706,975614506,955020501,527549528,268161322,244169872,231855059,686929768,818672667,820524347,820778046,264896070,219231285,215988395,207464936,206479699,200431086,219976713,436946537,1354899028,1394747875,1384850787,1328551294,1334195545,1231897765,1329188796,1223528186,1271253997,273276179,186179052,259654194,273180444,266447770,214480263,215796046,216999893,214815052,250180980,308348834,291663523,277477476,275648643,301395125,393682477,474964221,378503546,276158970,275754794,276576472,329396761,413886947,472902976,339825918,447228214,405138388,312436778,324467965,237013792,882380016,898771149,733251250,261145454,268956338,283548081,293902810,231551582,352735758,264515062,235100284,229728922,270757388,259773680,268508970,298313892,878698261,405665732,188539613,105210778,105090150,106479256,188007848,140020691,139985645,141156248,168674443,178842627,137002300,192999569,278313952,224126019,225217556,201528674,201920918,204208780,202455157,207451934,201145805,201440939,201891370,202001392,202827567,214356851,201637953,201387033,202193062,202256613,202202473,225282993,246341557,203999954,203383029,203200652,203670920,203439479,206107189,203663240,203281492,204530466,203957917,204052372,209965181,203875108,204587244,204217778,204240103,228712917,309142797,921405525,959491297,955554050,920300902,950006781,954109035,941370381,690751688,508434695,508568915,509676713,424064318,258340108,209125296,208339464,208913611,211000044,207107088,271394237,761592644,967582147,955845815,661622342,513340751,511540005,382160381,352474889,436814837,318231616,317934634,315550548,316735600,315770929,315060149,316544557,318903191,314597022,311709498,309971184,303716235,306234387,302422587,304226618,313237744,306751148,306566774,304149434,302647023,303953231,304419795,310035075,317933855,314804307,313870441,319199675,312324887,314746049,315079189,316070073,315504977,315210043,329370318,415675519,347563443,433327623,212641415,337762612,210121610,375033931,734573310,746225988,346307144,213175105,205521021,202759776,198176756,908848041,971952372,951124393,963363005,973435339,948713358,490462106,257648362,245620215,227908264,750337295,813031396,814896099,710224904,243129894,210066156,218810800,207880307,201493995,203958807,339304331,1261801762,1339154652,1328758579,1299222325,1279962670,1183881248,1282366407,1163061185,1241908015,335950641,185131053,224267885,308625330,279111240,215015965,219326819,212083752,221692541,212251726,296097524,319750743,260815318,270000544,272852703,321253977,377425326,415100185,389227360,310524691,262351706,270859866,272134454,356728418,394618525,410743057,355826720,356801969,429866591,313459791,306362892,237351418,846535921,896446306,783709979,268398866,263106327,288720839,277665381,251196437,234496623,398937285,
icache_hit,185514697,171591646,238512458,184264455,161601516,308838425,890523899,458821516,224103367,105566476,105087052,105297790,137634939,173241752,138110020,137316316,138062742,139188938,204302998,136049472,135372966,215438869,266103085,235814659,199101160,199474133,199356158,199055650,199238978,199498711,201506884,198949023,199387195,199796104,200021510,200356915,204800888,199848443,200146386,200664939,200884523,248548593,200117423,199830217,200386473,201112323,200211194,200009445,200739006,200560916,201559494,200923744,201226140,201486142,201620531,203748729,201713575,202214089,202210641,284667698,349451354,925301205,926855047,923175093,890710409,920471845,924730861,909076311,730028110,482539841,481207128,393258479,207467570,171651676,169802113,169753928,168168266,164192609,255149687,789293959,935390867,922188333,671840034,504483800,350732126,437617726,341471058,313266258,314051630,314215424,313626856,310062906,311525192,299822291,306742034,306367265,308256823,305062109,307904481,306535217,301756323,304975801,304992597,303013181,307073612,304906096,306174459,303782548,303855690,315896861,313334019,305242325,311012807,318618680,323248106,315115185,312865842,315120278,315069416,315080738,314279284,319326675,380503750,652028059,608666967,306235526,173791021,290165292,217100067,385243686,881262848,637173251,841048453,717995034,269339643,168239271,167602689,166896870,266117022,946093546,946430834,923768999,944396113,947834169,927272270,518866870,255627093,231961526,220716292,666862452,796386700,798093385,798637116,262327158,177568939,177047536,168836100,167534218,164719152,183200456,432502997,1344414338,1387568032,1377697498,1321859100,1329368475,1225077457,1324237578,1216070621,1264051965,267518801,183334568,255477525,267891280,253251834,199091610,201309892,203354339,195893497,234917850,278962660,279071554,258714920,257003680,283199162,377828073,454501869,363844389,261443373,256909622,257543683,311860797,397103573,451979404,325745530,432688777,394904954,307416448,319279626,226993759,856397407,872215128,714235186,254029011,263063298,277974654,284468448,207736672,334220102,242757331,217602061,210053232,237667237,232390833,259394486,281027016,861549297,399758361,186354041,105164123,105042819,106407888,187692709,139775246,139731481,140903688,167946361,177278395,135920989,191760271,277206362,219881433,224101663,201081591,201283230,203669910,201922114,206854384,200550843,200930719,201366869,201443692,202243714,213685840,201156442,200904078,201726212,201671821,201721672,224119605,244883331,203425488,202939484,202726752,203198438,202845291,205609121,203208726,202810946,203928802,203479795,203559343,209430070,203397208,204010533,203757233,203771224,228095662,308194762,895091566,931038726,926922299,892349610,921763724,925843862,913338541,676445682,506549049,506852478,507973455,421643588,227587631,170160530,169538693,169592068,170084104,166364329,240119888,741069186,938941975,927323714,650456149,511666451,509934340,380939341,350230689,426018198,314400700,314204094,311841888,312916250,312080674,311179742,312741275,314901901,310712289,308018589,306460931,300578263,302738709,299307728,301049608,310142495,303710694,303195417,301052046,299371027,300777326,301148776,306420841,314247587,310858081,309789067,315688530,308631916,310831621,311432488,312363309,311678346,311661380,325937247,414543305,341573744,423066053,171677311,324103690,171116431,365510876,728846180,739845728,331286032,171589215,169272027,168111046,164045602,882320677,943922770,922970020,935289681,945237091,920794949,482738686,246167740,233302820,217701246,728169976,789396710,790876337,691053523,222122972,170521901,177825052,169269587,166117252,166492460,322161803,1250900944,1332091450,1321841990,1293500356,1275093048,1177287781,1277515931,1155628284,1235496773,329423647,182697501,221386420,301901954,270801571,193517240,210464050,193033620,211116363,194084127,274122810,294563327,247062429,252174594,254465201,304424022,362611370,398098237,373492768,299719416,244887624,252611539,253637955,340913067,378862665,393481492,342136784,344753123,416102185,308418046,302387195,227374713,821367364,869973929,762371119,259841887,257549998,283631769,268384625,228160121,215369616,386453910,
icache_to_L2,4038543,6871004,4606924,3887538,8269041,85831,387332,193492,424952,5496,5225,5429,7805,15543,14929,15074,15155,15258,56841,122372,117536,89116,182498,453006,56496,57158,59931,59930,60051,60162,59874,61883,59292,60035,60267,62423,59672,59422,59501,59635,62870,87995,56737,57303,60213,59280,58305,58500,60933,58770,58496,58662,61594,59067,59402,59798,59613,61909,59807,57971,78773,558484,553467,537044,582828,539623,532847,547079,389923,50168,50504,110623,6389648,7469794,7424553,7419296,7481935,7811533,4823555,436157,519085,532985,264526,49863,43101,352531,630983,226677,229795,233594,224055,228680,225447,211241,212357,221942,221774,200038,214303,200296,209510,202325,207295,210976,206916,215832,208718,202753,210383,236402,235974,202778,213649,220427,218532,218736,221975,202434,213023,222401,220693,232283,174435,203556,308035,237126,6771602,2749729,5548494,3135670,150545,111316,140479,105502,4014863,6649984,6658298,6685157,5555451,501896,499059,538258,504871,499197,526130,450828,1131288,1143599,1103734,568185,395980,398985,392209,262204,5713097,5666015,5693578,5677744,5594147,5497692,150295,282281,188300,172986,180690,131774,214633,141169,230817,201163,497279,289916,314221,451162,1772916,2340617,2116217,1919103,2788725,1910147,2838541,1071938,673371,668158,630426,409136,657269,398034,880627,673926,679916,562249,443034,694786,544680,493179,353978,226431,244069,1006651,462982,442347,322476,853174,708632,732656,923712,3569464,2354076,3142647,2688733,2705148,2485902,3023307,1137469,1879193,374164,328651,198950,5332,5313,5834,12201,14604,14707,14806,29120,112018,110112,104072,59163,380710,107351,59419,63342,63315,62255,62682,63532,62420,62094,62154,63241,64098,61506,61699,61121,63612,62095,84231,93063,61579,59733,61700,61064,63144,60926,60527,60789,62895,61212,61164,61568,61282,62729,60570,61680,60431,42980,499079,534039,541244,571867,536166,530432,548552,329953,55290,51723,51653,91936,5348784,7412597,7455156,7441627,7516061,7739085,5608135,404759,516945,534405,235836,49649,46881,42738,88530,772875,230648,232499,232509,229432,228811,234107,238413,243125,246405,241331,213707,202383,220921,204624,196102,198297,196508,208429,198405,206492,205945,208333,222250,231372,243138,241362,214693,235799,238278,228073,228779,231799,219283,197535,32311,386185,1255177,7143196,2051697,6826240,1340763,104054,129602,2415094,6751483,6719651,6716022,6575135,700477,502886,531244,521627,506822,533532,467968,1065146,1071316,1055157,474126,415223,424972,344082,2978319,5771849,5716035,5737555,5517123,5787960,2011559,306436,192504,176637,144914,144096,209721,143105,242199,181860,504713,280238,258175,464092,1058934,3152359,1253829,2900872,1515649,2635488,2066002,2348739,888451,646040,663593,548512,372743,500356,492617,556786,747974,659228,665351,451887,420991,535135,389466,553338,486650,235311,205815,1051594,491310,438752,357813,1053759,670459,716783,982988,3369632,2854551,1276332,
itlb_access,195299899,245238532,198723543,189303350,260781274,129410154,134562868,151007258,132507002,91501048,91515116,91509493,91305779,106737586,107262979,107319399,107273295,106810230,111584680,104831385,104220234,114061480,127620512,132312812,145583420,145766136,145991085,145924947,145630874,145492892,145684471,145518503,145203760,145215745,145221511,145309403,145397510,145014749,144845768,145002461,145131509,144787040,145929483,146155070,146366111,146093205,145825641,145691710,145943160,145774700,145958139,145546572,145627504,145429232,145399124,145523952,145256592,145390835,145341980,138446105,127532837,102241586,101944168,100519821,103688115,100680316,100114661,101398012,107766763,110653492,110662798,134244679,210473825,219627221,214514516,215928620,214241366,215013651,197182107,112480469,99293715,100214435,106307760,108056195,113336732,136868972,178228519,175222657,175794650,174977854,175470212,176632265,176501151,177366448,176899317,176322119,176997893,178334545,179450883,178715675,178926430,179410463,179584875,176911135,177748247,179008973,179329335,177752501,178157153,176716162,175631125,178325237,175500872,173781939,173732009,173498599,173707272,172801333,173371058,173591437,175456297,174907919,104789321,97837942,124018355,134195190,206875842,171834083,197431251,165574523,88545884,126851049,91526646,116443232,182299490,203191787,202932664,204045306,186681467,98219933,97971350,100776618,97989630,97805862,100024111,134111283,151679253,153595601,152064554,109818226,97416793,97496231,97809103,128116362,203664633,199881917,199019343,198703889,193610833,197930219,136321920,146409087,140292615,143563318,144855929,140848820,144409266,140618466,145650077,143499367,137800014,135838532,141892803,136134834,140741309,142519361,143586143,142286366,145300311,135645709,138848327,142307515,122627662,122226510,120993470,114835712,118982105,114307101,129638484,122261871,122407137,119102929,114863181,119971349,121663268,135222259,150109612,149274065,148908449,150619506,96204226,94473745,104457517,130028735,121419863,111067712,147306349,185065765,166114046,184575782,164079029,165285488,177420157,182201722,146540071,163978095,139271584,144864059,114408272,91514583,91517230,91546756,98401030,105991779,106325698,106027536,107027359,106976063,104035832,112014076,122091645,131489333,141520223,145677407,145906749,146012472,145798461,145787486,145379875,145229035,145203193,145120680,145104824,144972970,144746779,144672303,144796495,144728116,144587576,141959727,144341661,146315167,146096676,146176399,146052393,145996246,145951032,145691581,145675891,145936236,145567253,145487646,145739485,145366451,145516180,145220027,145290468,141179221,133812078,104038855,100700038,101323632,103449599,100711228,100321451,101403647,107362039,107272167,106851503,106740861,127307947,196172776,214471335,214334249,214800476,216951515,215119415,201943259,117491634,99177898,100348112,105574621,105569591,105289990,101595198,144191574,153312740,173389263,173830728,173963997,174742250,173978152,173958084,174772657,174385036,172895705,172890553,177646167,177871016,177317000,178542876,177781079,177676610,178818387,178241973,176397870,177603877,176840786,177121219,176712321,175044485,174092533,177323348,173485450,175064263,174203869,174393472,173930168,174062555,173555916,162363826,103950322,109827727,147266618,212731400,169020504,208103597,150390020,117489214,112784907,168881491,213278986,206664515,204304605,199705794,107162623,98526299,100756170,99570523,98597130,100786206,137057486,150623780,153789538,150380075,104607857,99308069,99947968,106260215,164287894,200961418,202720566,199127261,193018972,197419790,163401645,152498973,145408281,148357843,147729846,145224856,148663615,144800802,150123351,146234834,139714361,133735931,137760498,141083111,135930702,149072389,138109856,145517183,140345727,144082751,134358185,148205520,129985903,121323530,122251721,118630565,114156402,116204724,116587970,122931407,122913421,121731287,122002902,116113879,114679101,117274373,114793020,128135322,145879247,148201544,147853200,150505924,99173271,94196240,103003740,129848984,123223286,109320592,148056988,183502869,173256714,161763705,
itlb_hit,188764175,233510661,191141149,182877310,246916133,129320496,133094538,150570443,131948176,91497686,91514399,91506573,91266984,106730058,107262279,107318558,107272453,106809421,111407907,104669475,104124459,113984599,127406242,131636107,145579511,145761935,145962408,145920880,145626322,145487161,145678481,145489433,145198048,145209437,145214929,145277591,145389049,145010427,144841572,144996516,145097906,144753476,145924965,146151082,146337177,146089952,145822615,145687682,145918174,145771150,145954951,145542617,145598309,145425180,145392839,145519466,145252027,145359868,145336566,138409108,127400583,101158891,100771170,99479745,102551443,99638171,99081219,100333459,107035079,110596005,110607301,134169696,206976613,215753827,210782944,212165257,210565420,211011887,194614725,111442706,98078530,98977020,105737462,108001318,113292983,136301723,176152346,173995731,174565830,173660135,174214024,175338825,175334200,176298807,175686265,175146012,175677822,177037403,178006085,177396446,177571990,178090255,178283071,175637432,176475645,177650609,177987850,176586080,176768002,175386989,174242087,177175781,174341954,172538040,172527450,172358533,172449908,171773100,172232665,172451564,174232834,173628346,103962436,97293528,123275282,134017650,203577864,170462826,194917671,164110139,88141687,126529644,91180658,116079041,180388530,200312420,200007903,200991173,184100416,96929807,96808626,99661954,96974183,96761725,98806141,133502033,150130799,152008042,150584044,108809691,96695470,96672376,96993262,127951264,199383556,195785349,194825876,194417883,189609713,193838217,135934001,145597721,139807312,143082362,144444218,140545643,143842804,140297801,145012061,142954085,136149928,134978721,141204670,135250977,138152408,139419542,140478259,139713551,141259048,133283349,135489959,140463878,121398565,121095260,119900977,113944923,117669990,113464858,128331287,121227698,121364667,118147586,114007937,118723167,120162107,133559205,149068412,148861324,148505561,148935520,95425986,93752087,103908482,128678906,120701817,110672622,145423361,179518185,161800080,178691235,162098711,162818102,173316360,179595430,145424344,161743355,137802026,144374725,114152035,91513184,91515999,91529843,98397588,105991003,106324882,106026825,106940599,106814930,103944320,111937628,122000861,131046063,141440297,145674592,145876527,146006229,145791690,145778273,145348621,145222625,145196316,145112393,145094946,144937108,144742255,144668907,144792480,144697017,144583043,141944374,144315989,146286209,146094064,146171288,146047497,145966557,145945708,145685147,145668802,145902058,145559789,145481754,145729992,145361005,145484116,145216020,145283579,141168281,133746398,103040725,99568102,100140595,102346223,99669727,99277204,100345341,106795689,107150871,106815875,106705539,127256230,193392513,210843119,210644906,211095534,213098261,211211456,198906051,116753669,98234158,99328049,105165554,105474510,105249034,101543855,144107381,151398496,172031600,172559424,172640194,173463802,172726869,172611208,173440495,173097130,171351298,171339827,176327241,176607222,175870892,177197126,176630849,176377326,177629937,176895261,175086881,176264114,175507774,175961265,175334051,173639802,172623756,175911650,172191198,173600267,172733654,172952623,172584165,172650817,172260348,161257440,103907201,108316970,146383642,209246652,168010473,205085786,149737309,117086427,112376296,167692190,209860737,203544871,201211490,196886941,105938157,97339108,99570983,98388706,97468893,99635169,136538168,149219599,152185398,149022044,103850393,98653534,99154167,105652328,162054545,196637826,198385037,194792076,188925261,193152985,161717896,151636792,144927655,147895555,147392260,144915748,148146158,144489881,149495230,145760141,138031183,133011817,137097326,139982622,134521659,144994348,136424772,141789780,138310427,140702095,132387431,145561362,128741482,120371238,121222161,117749184,113376724,115304460,115681513,121893649,121783080,120766363,121023520,115267539,113849137,116276379,114040943,126628619,144373773,147819755,147564664,148926224,98388166,93642503,102527821,128320859,122501432,109006874,146152853,178133403,168646327,157978826,
itlb_to_ptw,1586383,2532478,1705548,1512808,3047584,16561,81190,31538,93900,42,9,49,621,132,18,27,15,15,12605,14475,12555,8118,35231,98199,268,275,663,278,260,298,336,582,260,269,302,672,319,186,192,227,675,1192,198,191,678,257,198,211,566,256,238,242,618,227,281,234,183,586,244,2522,8626,74880,75620,75215,93369,77991,74728,83187,64636,3484,3459,6340,840728,979302,981982,976719,992145,1082105,663377,68174,66727,75397,35271,2848,4653,90936,317192,172529,156282,167981,165095,168640,170398,167581,179010,158533,177027,190259,203788,193888,195901,194088,183554,182838,183276,188777,195261,171182,197421,171105,176588,167385,155361,157638,150501,154393,164514,140022,155326,146101,162645,165373,92678,39248,81000,23401,864126,329026,652252,364617,20234,11102,16535,13535,475908,789256,800547,797023,687419,64367,63332,79024,65104,62985,78210,70888,224627,230708,235691,86852,28213,30044,28803,29492,998849,994909,1006031,1010463,998214,962663,26201,44495,25508,21860,25425,18067,39013,20643,43112,33221,342714,170185,124887,131806,366429,480444,450019,386875,597323,339933,428787,317240,158812,156668,147468,91972,160302,92580,240737,157159,157217,129592,99936,173713,247439,137260,65442,32008,37060,266852,46792,37090,28389,262005,95136,49811,373757,1278669,908982,1222011,448580,533104,826434,527911,217923,426119,78467,60436,54526,19,14,196,64,15,22,18,5450,16807,11952,9925,8249,93619,18226,166,682,251,249,257,627,231,273,288,317,643,165,110,141,529,184,624,943,617,233,265,246,673,261,289,300,742,265,224,280,318,641,154,278,789,2358,68892,74775,76014,88203,75897,74038,80053,53609,3432,2261,2227,4224,707353,968131,986454,978141,996570,1047600,785878,63497,65290,72895,31004,2747,1736,4431,4945,309042,165404,162646,170329,163636,158748,167342,171751,160178,191676,197290,184369,186620,195652,201254,172311,195590,184618,191883,191215,188649,192910,174492,187938,175718,179213,175369,172159,186311,177869,184273,171158,176638,170484,141171,4283,156715,178214,899723,240137,792676,151840,10968,12951,286572,803132,802746,811715,763412,88843,62763,75201,68833,62824,76811,72328,219890,222233,233112,50726,27951,31894,24716,509023,1017631,1006751,1022088,997494,1010731,354756,51292,27419,23394,17967,20927,37393,21259,46374,30263,337222,156475,139548,138745,212820,639278,261978,606724,316810,533776,304513,429811,245073,149850,153611,126532,82150,113707,119431,151150,183721,152799,154506,102952,95045,126849,88340,271625,111204,32645,29664,270017,63766,37781,32508,298237,101287,39069,403799,1209541,1095440,714361,
